,Energy RMSE,Force RMSE,Loss
2,858.2711957818304,812.5698810435106,0.17311254143714905
3,723.2925346509641,593.7380756692502,0.06232227757573128
4,512.9802643737072,652.1533681023,0.031792085617780685
5,483.3959409250167,738.8537021912787,0.02557104453444481
6,538.0243366952045,866.0817218121103,0.016378328204154968
7,578.1772390722555,1049.1118534940229,0.011191357858479023
8,545.8326547865853,1232.722152962184,0.009869735687971115
9,430.6229434052803,1324.851048464781,0.004677195101976395
10,347.22546495856113,1348.5298014275684,0.002735115122050047
11,308.83845463669775,1366.45902093015,0.0019478254253044724
12,308.62777347340307,1398.487640518574,0.0025750386994332075
13,281.52936333944336,1389.025763847294,0.004314933903515339
14,269.7370457663495,1393.8905511071832,0.009101217612624168
15,259.16516534874387,1378.7077616258505,0.004043117165565491
16,250.31172532580112,1371.1966963306402,0.0033957678824663162
17,225.91948173897637,1357.6732426360038,0.001496628625318408
18,265.87484988692154,1341.8848431671636,0.004147777333855629
19,213.3872747593627,1311.5359853747054,0.0036372814793139696
20,213.02773823921325,1319.679719501049,0.009987181052565575
21,232.0554771976595,1299.8220546702717,0.005091371014714241
22,198.4903492096136,1307.651520780773,0.00569976307451725
23,221.1046332801221,1294.416503842042,0.002228055614978075
24,195.1905024189093,1308.6842298319111,0.004419917240738869
25,209.08245058423907,1289.1064149524248,0.0026292309630662203
26,194.0986549681135,1311.2152612881264,0.008490270003676414
27,210.16976344324047,1281.3798470867505,0.007084587123245001
28,196.43742855498348,1316.9768436613576,0.01706043630838394
29,223.71432270399185,1268.9206814466083,0.010821351781487465
30,206.28958577069716,1326.5278585769013,0.015602699480950832
31,226.2303472177095,1265.6710756464643,0.006353163160383701
32,202.2594000101603,1323.888746867196,0.007357979658991098
33,210.48944349032067,1269.8005810182972,0.0026113761123269796
34,192.42670365457835,1313.4290936027016,0.003974277526140213
35,197.82208370870157,1272.7011801415665,0.0017691664397716522
36,186.3402771878923,1306.5770398716443,0.003507948247715831
37,192.80997271443115,1274.3996812955768,0.0018792967312037945
38,184.19148149067053,1303.8796196596554,0.00354701722972095
39,190.82859159975183,1274.9958789910693,0.001903575612232089
40,184.2353399006068,1303.932683884312,0.003245788626372814
41,186.98808571251342,1273.7240463164555,0.0019659108947962523
42,184.45600942419864,1305.8370305596336,0.004039375577121973
43,185.4283679078921,1270.0008528666617,0.003525934647768736
44,188.9957433135419,1309.5923975033543,0.007493348326534033
45,192.72306963029854,1264.0675005895657,0.00660058856010437
46,202.6587316773362,1314.6720843925623,0.009346308186650276
47,194.9354337431485,1257.9424363512894,0.007137207314372063
48,205.59299225676776,1315.2056282111855,0.009843915700912476
49,191.74669612945732,1255.4451140771182,0.010699745267629623
50,211.42104152339115,1307.516684543244,0.015542911365628242
51,208.83817675540254,1252.5202937955703,0.013147341087460518
52,219.85967527558745,1294.3205455366062,0.010378091596066952
53,193.17907529914285,1245.8210742982424,0.006307821720838547
54,191.0054919385099,1279.8828799255289,0.006260552443563938
55,180.85604859764675,1243.7357766886203,0.005842817481607199
56,183.67033613390802,1274.067692998711,0.005470938980579376
57,181.47569702141195,1245.5969793838685,0.002846942748874426
58,175.84463928893402,1271.6898937767337,0.0009581803460605443
59,163.63908674718593,1248.8451449809877,0.0004367395304143429
60,164.14002183104793,1271.8317762029483,0.0011704019270837307
61,163.56268710302427,1251.6966137402046,0.003942343406379223
62,175.73693092847287,1276.0188922127363,0.006253227591514587
63,185.86260128384893,1249.8493392186651,0.0019832472316920757
64,182.603552215209,1280.3243079444762,0.00045093061635270715
65,159.3764460740317,1249.3804249420286,0.0005496465601027012
66,163.76572017023886,1281.2070740922313,0.02799905836582184
67,233.25917398177165,1239.7233147524441,0.06898880004882812
68,398.2471035406443,1286.6926375614773,0.026216059923171997
69,250.12536325731935,1195.7416290938309,0.002209827769547701
70,195.8642696592287,1242.8206166353175,0.002884367946535349
71,190.29323648115937,1212.5937654380182,0.0007090111030265689
72,156.54226707855574,1257.2801347934783,0.010194886475801468
73,159.55033858732,1214.0866298244896,0.020622652024030685
74,213.642600116722,1263.4278785111585,0.010420175269246101
75,176.1793362949608,1218.0940975580236,0.005678851623088121
76,175.96440902025608,1259.7834327863015,0.0011889943853020668
77,163.29681668202514,1219.017308285376,0.0014015163760632277
78,157.69548441499037,1250.0556989027675,0.0008738989708945155
79,158.59943834057307,1227.323486349751,0.0027422078419476748
80,162.8657981741248,1248.2488291379773,0.0006717473734170198
81,155.56036295011486,1235.0885094117782,0.0014890439342707396
82,159.36516313670137,1251.4470521814053,0.0001539531658636406
83,152.8410642061457,1238.875970774954,0.0011122552677989006
84,154.07663833166566,1257.3041037710163,0.00039582245517522097
85,152.36985740861937,1239.780525859081,0.0037928633391857147
86,161.05172327799733,1263.5942411173298,0.001434799749404192
87,155.58785635640712,1237.9857320969836,0.002804433461278677
88,161.14176511567163,1267.7453965330124,0.00030686709214933217
89,149.42054257096774,1235.2506705282779,0.0013519604690372944
90,152.55440297569154,1271.2923615086115,0.000890596304088831
91,153.88441117609443,1225.9624951870169,0.004360569640994072
92,166.16372883314892,1280.770494991335,0.0006306820432655513
93,153.63059823538555,1214.415070367358,0.0008449373417533934
94,175.03353215748362,1283.0266888227402,0.009534662589430809
95,213.2292643962767,1203.2634540141325,0.0031551700085401535
96,162.1043960859142,1258.149819111665,0.017867885529994965
97,226.6493159604951,1158.0079638046827,0.020715828984975815
98,258.1080192489875,1247.78111912549,0.004669593181461096
99,155.2935126787348,1174.1142622387795,0.017175782471895218
100,258.0655009337925,1206.8317114125,0.019645925611257553
101,233.83367319771372,1175.4990245863962,0.005384928546845913
102,157.78899916363508,1205.0438589719427,0.018191225826740265
103,223.3475172879808,1162.215115870585,0.0237700417637825
104,201.21056440304378,1214.1674724800719,0.0027216500602662563
105,177.6365786410816,1178.5480430837079,0.0005554337985813618
106,164.34673736034028,1213.4427507252683,0.00203254004009068
107,147.7233574597273,1182.5938163755025,0.0005559665150940418
108,158.4372861246788,1206.4206672046216,0.0006846875185146928
109,157.6299153773705,1182.2749186683734,0.006283853203058243
110,145.9083223292788,1201.652771512411,0.0019012733828276396
111,177.49559710733183,1181.6981198120184,0.0022199612576514482
112,150.6564756320883,1197.770340988751,0.000850680167786777
113,154.81161581072408,1182.2429566682956,0.0007600091630592942
114,161.98194414436705,1201.277820148453,0.00039919844130054116
115,165.0316187266113,1182.577264234998,0.005492059979587793
116,147.7049818477926,1210.3187098708966,0.0028302061837166548
117,201.69738711160565,1187.620624354987,0.004371002782136202
118,153.95633907038658,1218.233552387338,0.000403113808715716
119,175.0409603024722,1196.60213945926,0.0007160687819123268
120,177.65273757621418,1227.2938449590645,0.0006699851946905255
121,180.5073209866584,1196.6181445506156,0.006099153310060501
122,152.51286571147637,1244.0707654860325,0.007871700450778008
123,245.31174635007676,1190.4534087402485,0.0040318844839930534
124,166.62392708804734,1253.3638814272742,0.00041132146725431085
125,175.50138934552763,1196.8571755160701,0.0008461611578240991
126,227.1728071690656,1246.42710055432,0.0005111607606522739
127,164.98064502388186,1183.565620296437,0.004368970170617104
128,156.72689897795715,1260.2301132694515,0.010169879533350468
129,245.8254921631413,1167.278411232869,0.00044532748870551586
130,174.42397666050854,1246.769875144862,0.012427952140569687
131,155.44040336662553,1189.8485405900324,0.020081698894500732
132,317.1331684027897,1200.6556513958794,0.00429703202098608
133,176.17964894269227,1133.5047664558383,0.008088602684438229
134,153.81686041898837,1226.6468723531395,0.018089070916175842
135,246.66747262784853,1121.8299129290324,0.011126874946057796
136,161.27644082817605,1202.8011208046903,0.000996974646113813
137,185.98601674559183,1174.982341953896,0.0004922150983475149
138,194.07498948066038,1196.9382014345413,0.0006253756582736969
139,159.44434520305646,1187.1913437438445,0.00022447938681580126
140,190.34699012562697,1213.5801098373095,0.00219835271127522
141,206.24497439241466,1198.9057690163575,0.0015070433728396893
142,164.61162772755745,1222.4836408942558,0.0029441460501402617
143,218.84786225528256,1206.9452821320308,0.000360825564712286
144,184.81239262157777,1222.34547739661,0.0020223665051162243
145,203.16808645325565,1208.3735328684425,0.00019231757323723286
146,179.35957938333914,1220.433469920609,0.0044228932820260525
147,215.90099348553488,1205.2032466428532,0.00022325082682073116
148,165.47097602813716,1212.4920284390334,0.001484645064920187
149,185.3214396393258,1207.5470674922406,0.002663698047399521
150,186.07073105667135,1203.589192932926,0.00022685175645165145
151,154.64920771810725,1206.960644473846,0.0009470060467720032
152,172.72922802486505,1211.4685702406196,0.0036452789790928364
153,174.36888374131468,1191.9164266686066,0.0015941220335662365
154,155.56425697785374,1227.9965930503079,0.005036636255681515
155,188.44616135364387,1184.8174373089132,0.00044641425483860075
156,161.52761850008378,1217.129692099267,0.00012476604024413973
157,160.77160777731058,1198.3828834384249,0.001293954555876553
158,169.07701251058822,1217.0456906693698,0.0004991780151613057
159,163.9571543052793,1183.7819882806407,0.00045860890531912446
160,166.62059068707427,1257.5622080124335,0.004340385552495718
161,165.30117372688247,1140.0118912688204,0.003967462107539177
162,172.63749895434864,1300.8671136194455,0.010929828509688377
163,181.49926927513653,1141.231440491227,0.0011899815872311592
164,179.66430195738337,1274.3216651897267,0.0007864683284424245
165,157.27175184673095,1195.4273775090955,0.012384556233882904
166,192.82785543085504,1237.2411577348914,0.005288373678922653
167,228.3815015062456,1204.4405890735359,0.0027420022524893284
168,166.31597479457733,1241.8099448049984,0.0017846095142886043
169,182.89510201656984,1166.022257299277,0.008733043447136879
170,224.40923317934423,1248.1898249667624,0.00565530126914382
171,163.779932209895,1162.6241854422456,0.011903354898095131
172,241.99212184653123,1194.882973968917,0.002159630646929145
173,172.3068906188705,1158.8125638284585,0.005047373007982969
174,197.3197526525947,1148.3636884971143,0.007527973502874374
175,187.97577702315627,1155.8572024084733,0.003009598236531019
176,178.84980151928949,1128.9326351890195,0.007749577984213829
177,180.06734957870074,1146.2798059753934,0.0011008819565176964
178,174.9157492263623,1143.948206765999,0.0020589246414601803
179,159.8615421968283,1150.7614804398606,0.00033044605515897274
180,160.60113252760758,1178.4089507332287,0.00039554020622745156
181,149.55224914150685,1171.6709950016852,0.0008035625796765089
182,144.02806081743316,1198.5649715657364,0.00030268539558164775
183,140.9879755772566,1181.4386591668065,0.002021107356995344
184,142.16038297790672,1185.9448427533266,0.0006913062534295022
185,142.08773734657368,1159.2400436497264,0.005581177771091461
186,152.7714313219436,1151.4119961124552,0.0018230872228741646
187,157.02370016786475,1126.3189371752342,0.009743751958012581
188,164.46943296876609,1126.84089540127,0.0013485461240634322
189,172.76344194710597,1119.494688781006,0.011229196563363075
190,158.62412843940547,1133.8807674330233,0.0013123861281201243
191,196.57956754254192,1153.1785880811765,0.009168698452413082
192,155.28568782673207,1157.874877009455,0.002554869744926691
193,216.5489928317521,1190.4898030371191,0.006277751177549362
194,159.18380666189015,1172.9301839724467,0.0024590459652245045
195,214.73250843056942,1195.9279266800604,0.003921953029930592
196,154.5901026477326,1157.6179433882746,0.0018269044812768698
197,214.38023082306452,1179.827663341909,0.0017133413348346949
198,155.63010763189547,1124.6507326219821,0.0008126306929625571
199,224.2002871343134,1174.2738506417304,0.0015237433835864067
200,166.03975618820675,1083.2630883309916,0.004887192975729704
201,213.6250316810369,1212.6841137443112,0.014783039689064026
202,187.63461622998238,1042.7647751375307,0.0033944491297006607
203,199.98039916431844,1276.1485227764672,0.0032742577604949474
204,191.00177944496227,1114.0545494444616,0.0021401369012892246
205,201.5198425304575,1212.4737164212247,0.008545011281967163
206,190.91437230380436,1143.1690331990405,0.0018460798310115933
207,177.3518513039957,1223.152388016857,0.003173172939568758
208,183.07607200931054,1159.1957032377193,0.0003573350259102881
209,165.85723346597123,1170.4366805494678,0.0025632106699049473
210,183.72312537313053,1155.1115828056581,0.0004514481988735497
211,162.07087208903778,1141.0646391479722,0.00269184447824955
212,195.42991850461564,1155.8483491193545,0.0003105205832980573
213,162.57099728535172,1126.6078003328153,0.0016601881943643093
214,190.41000617123208,1186.1444326749202,0.0009828900219872594
215,154.5847686166751,1137.0361493105838,0.001197212841361761
216,178.6243465106766,1216.7797250391636,0.0020739000756293535
217,149.60888967309435,1149.637340677289,0.0004950930015183985
218,158.28963982089837,1230.1937040292714,0.002092835959047079
219,145.37031002509084,1153.8380743731261,0.00014657464635092765
220,143.94427333673323,1214.6734383781402,0.0018126717768609524
221,147.65077112869562,1147.871800787503,0.0004805784847121686
222,147.22433041503896,1188.6983009914393,0.0011100437259301543
223,153.81082468520444,1144.479638321617,0.000613858865108341
224,155.1311326301085,1166.8045952971374,0.0004527833661995828
225,153.69305940676296,1154.1252965496813,0.000291811564238742
226,151.57838191909158,1160.412323493234,0.00029504933627322316
227,147.96413861912214,1178.1700017778078,0.0003108601085841656
228,144.95323702744392,1169.0413041359814,0.00021520419977605343
229,143.43173374834214,1200.844196546943,0.00024160882458090782
230,142.22782116731432,1172.728985515148,0.00011597159027587622
231,141.26114804004968,1204.2131593850486,0.0003546809311956167
232,146.7172076945167,1157.4038628218202,0.000765604549087584
233,146.38970645694627,1192.9814482812624,0.0007135896012187004
234,157.3028597379143,1134.8720735535462,0.0016623260453343391
235,155.63475384430876,1190.8715409561485,0.00039307199767790735
236,159.10657885463232,1127.8202010290067,0.002018847269937396
237,158.19043164977546,1216.9835536498479,0.0002404841361567378
238,152.2969619127064,1143.1301057491828,0.00242069480009377
239,163.3428251564257,1258.3451559885332,0.0010212641209363937
240,151.3549019118769,1154.4118779949079,0.0023477948270738125
241,167.63400028633802,1270.8094554654447,0.001627656864002347
