,Energy RMSE,Force RMSE,Loss
2,745.4780498888648,535.2815337546515,0.0006113019189797
3,90.57923354238612,137.91305571788814,0.0006070606759749
4,86.12523041444884,127.56949538808897,0.0006179274059832
5,88.70601920362074,84.43859553707546,0.0005368543206714
6,77.16388823849167,138.44013769454702,0.0005750856362283
7,81.43882721691784,79.3829963245676,0.000503308023326
8,74.62528319822323,145.92406229342305,0.0006222085212357
9,112.87102485892537,134.34809617427734,0.0005189794464968
10,74.00221160541575,126.1552940974048,0.0005127457552589
11,75.61917728385022,98.999907850569,0.0005114948144182
12,73.95816267292291,127.8087917711834,0.0005353860906325
13,76.09189682793458,103.46472548349664,0.0005374075844883
14,75.21674087633072,92.87222142541307,0.0005163715104572
15,79.34600095442883,80.03653992663251,0.0005571561632677
16,79.82788285446964,66.10645195806659,0.0005250053363852
17,78.61050955704393,87.42760802905215,0.0005228148656897
18,72.94769502420816,93.59955639244036,0.0005946294986642
19,72.62696566088799,93.90508178830366,0.0006399002159014
20,80.6578588027015,52.684987517595765,0.0006379527621902
21,80.05502696780454,77.22047506336675,0.0006438167765736
22,77.88840721627922,64.79919930704025,0.0007173819467425
23,80.27649418789576,45.091967046042924,0.0006979419267736
24,79.1782138799991,46.58089733829495,0.000681516714394
25,73.94470388702982,110.03794864302068,0.0007314173853956
26,76.24051515132433,68.8802366057386,0.0008119978010654
27,75.50568201647994,97.0406340808219,0.0007167214062064
28,81.14704974665248,94.96569420286404,0.0007664001313969
29,80.98871063801569,65.27767529096369,0.0007484103552997
30,91.2760805076074,82.21973223755384,0.0008405630942434
31,80.08011567135603,107.30510552517852,0.0008232263498939
32,77.13240538107291,105.91003378746642,0.0008226715726777
33,77.79139092755327,64.97258154563194,0.0007833167910575
34,75.73760460644297,92.23577284563544,0.0007404827629216
35,77.49467492630062,55.98523346152193,0.0007773273391649
36,81.57963855149484,131.13125515714253,0.0006876034312881
37,75.82918892599,117.20779340990092,0.0007215588120743
38,85.87654799019734,38.47217556863528,0.0006064454792067
39,82.6022866880696,36.24301852703307,0.0007016173913143
40,82.23003803925766,59.266929985330655,0.0006671508890576
41,76.91004345175983,57.31564013290858,0.0006478705327026
42,78.35458424560565,41.36624623492523,0.000644008803647
43,73.21911006831289,119.53086720059991,0.0006485717603936
44,73.93899916293027,100.41997059132062,0.0006172256544232
45,78.3169811527519,41.278677829246654,0.0006418076809495
46,77.24849580928927,60.61660493836239,0.0006050275987945
47,79.57268472395748,69.07952889544767,0.0006367698661051
48,72.93397714841936,118.2266828925887,0.0006093935808166
49,71.69482236892254,121.3491871925546,0.0007626728038303
